ward_code,ward_name,lga_code,total_population,population_under5,population_source,pct_pop_any_facility,pct_pop_scored_facility,pct_pop_adequate_facility,pop_any_facility,pop_scored_facility,pop_adequate_facility,lga_name,sen_district,state_name,adequate_share,unscored_share,access_category
W0413,Birtsiba,LGA074,13492,2156,Projected 2026 from 2006 census,0.5320750093425672,0.5320750093425672,0.2456858905270826,7179,7179,3315,Nasrifa,Supwasa North,Supwasa State,0.46175047918648254,0.0,facility_nearby_mixed_adequacy
W0422,Adedede,LGA074,20157,3104,Projected 2026 from 2006 census,0.0107551925814485,0.0107551925814485,0.0107551925814485,217,217,217,Nasrifa,Supwasa North,Supwasa State,1.0,0.0,facility_nearby_adequately_staffed
W0425,Riynuna,LGA074,4633,794,Projected 2026 from 2006 census,0.3553074678360434,0.3553074678360434,0.3553074678360435,1646,1646,1646,Nasrifa,Supwasa North,Supwasa State,1.0000000000000002,0.0,facility_nearby_adequately_staffed
W0428,Wurzani,LGA074,5140,935,Projected 2026 from 2006 census,0.1416985833833808,0.1416985833833808,0.0,728,728,0,Nasrifa,Supwasa North,Supwasa State,0.0,0.0,facility_nearby_confirmed_inadequate
W0448,Sokngono,LGA074,29321,4854,Projected 2026 from 2006 census,0.2050963448691234,0.2050963448691234,0.0,6014,6014,0,Nasrifa,Supwasa North,Supwasa State,0.0,0.0,facility_nearby_confirmed_inadequate
W0455,Daizaba,LGA074,31974,5605,Projected 2026 from 2006 census,0.3735779167248323,0.3735779167248323,0.1496356349395972,11945,11945,4784,Nasrifa,Supwasa North,Supwasa State,0.40054732424083533,0.0,facility_nearby_mixed_adequacy
W0423,Agbriko,LGA113,37321,5670,Projected 2026 from 2006 census,0.341002549924072,0.341002549924072,0.0036974353455942,12727,12727,138,Yobmija,Supwasa North,Supwasa State,0.01084283782164525,0.0,facility_nearby_confirmed_inadequate
W0426,Agbshako,LGA113,21816,3648,Projected 2026 from 2006 census,0.2705774590763939,0.2409399412789163,0.0,5903,5256,0,Yobmija,Supwasa North,Supwasa State,0.0,0.10953431929860002,facility_nearby_confirmed_inadequate
W0442,Yobludu,LGA113,28989,4322,Gridded population estimate 2024,0.0158393382313619,0.0158393382313619,0.0158393382313619,459,459,459,Yobmija,Supwasa North,Supwasa State,1.0,0.0,facility_nearby_adequately_staffed
W0445,Josrani,LGA113,5035,872,Gridded population estimate 2024,0.065990517830628,0.065990517830628,0.0,332,332,0,Yobmija,Supwasa North,Supwasa State,0.0,0.0,facility_nearby_confirmed_inadequate
W0459,Dutzali,LGA113,12519,2043,Projected 2026 from 2006 census,0.2510351246160012,0.2510351246160012,0.2446409501467194,3143,3143,3063,Yobmija,Supwasa North,Supwasa State,0.9745287657292472,0.0,facility_nearby_adequately_staffed
W0463,Baulasa,LGA113,7935,1180,Projected 2026 from 2006 census,0.535516838438896,0.535516838438896,0.0,4249,4249,0,Yobmija,Supwasa North,Supwasa State,0.0,0.0,facility_nearby_confirmed_inadequate
W0485,Kattino,LGA050,14862,2524,Projected 2026 from 2006 census,0.2471671794414444,0.2471671794414444,0.0,3673,3673,0,Ibangosa,Supwasa North,Supwasa State,0.0,0.0,facility_nearby_confirmed_inadequate
W0493,Hanwani,LGA050,16309,2376,Gridded population estimate 2024,0.1642347791625922,0.1642347791625922,0.1642347791625922,2679,2679,2679,Ibangosa,Supwasa North,Supwasa State,1.0,0.0,facility_nearby_adequately_staffed
W0494,Funnari,LGA050,16774,2882,Projected 2026 from 2006 census,0.1408889587397029,0.1408889587397029,0.0421553106808631,2363,2363,707,Ibangosa,Supwasa North,Supwasa State,0.29920947005326703,0.0,facility_nearby_mixed_adequacy
W0509,Shazama,LGA108,12703,2280,Projected 2026 from 2006 census,0.4195625498619439,0.4195625498619439,0.1571034772741815,5330,5330,1996,Wuryona,Supwasa North,Supwasa State,0.37444590163225017,0.0,facility_nearby_mixed_adequacy
W0514,Katraja,LGA108,15368,2468,Gridded population estimate 2024,0.3686605864517539,0.3686605864517539,0.08703089503787,5666,5666,1337,Wuryona,Supwasa North,Supwasa State,0.23607322897062555,0.0,facility_nearby_mixed_adequacy
W0527,Wurkele,LGA108,9432,1545,Projected 2026 from 2006 census,0.6637666204568407,0.6633084893885208,0.0361834014911719,6261,6256,341,Wuryona,Supwasa North,Supwasa State,0.05451223423417781,0.0006901990160404746,facility_nearby_confirmed_inadequate
W0541,Okenuko,LGA108,25417,4015,Projected 2026 from 2006 census,0.465008595077678,0.417662523671912,0.0839245162338937,11819,10616,2133,Wuryona,Supwasa North,Supwasa State,0.1804794946206842,0.10181762639861965,facility_nearby_mixed_adequacy
W0539,Sokdeba,LGA115,106552,19545,Projected 2026 from 2006 census,0.6036221556160675,0.6036221556160675,0.4140266548907841,64317,64317,44115,Zambani,Supwasa Central,Supwasa State,0.6859036750700795,0.0,facility_nearby_mixed_adequacy
W0546,Adesale,LGA115,81668,14732,Gridded population estimate 2024,0.6446171406132073,0.6446171406132073,0.6109380638560744,52645,52645,49894,Zambani,Supwasa Central,Supwasa State,0.9477533645396167,0.0,facility_nearby_adequately_staffed
W0559,Lokrana,LGA115,77390,13252,Projected 2026 from 2006 census,0.3639065597294698,0.3639065597294698,0.3345641501693461,28163,28163,25892,Zambani,Supwasa Central,Supwasa State,0.9193682862382667,0.0,facility_nearby_adequately_staffed
W0560,Shatsiba,LGA115,111681,18185,Gridded population estimate 2024,0.3139461013810943,0.3133380734115698,0.0,35062,34994,0,Zambani,Supwasa Central,Supwasa State,0.0,0.0019367272498359567,facility_nearby_confirmed_inadequate
W0565,Dailaba,LGA115,114547,20174,Projected 2026 from 2006 census,0.6859794679382841,0.6859794679382841,0.3222014760455801,78577,78577,36907,Zambani,Supwasa Central,Supwasa State,0.46969551000405124,0.0,facility_nearby_mixed_adequacy
W0578,Irokoni,LGA115,54612,9034,Gridded population estimate 2024,0.5071170918646785,0.5071170918646785,0.332806814593633,27695,27695,18175,Zambani,Supwasa Central,Supwasa State,0.6562721310967778,0.0,facility_nearby_mixed_adequacy
W0582,Kukbeta,LGA020,14994,2264,Gridded population estimate 2024,0.2391831730943772,0.2391831730943772,0.0710926279667512,3586,3586,1066,Bautiru-West,Supwasa Central,Supwasa State,0.2972308923199182,0.0,facility_nearby_mixed_adequacy
W0594,Uzomisa,LGA020,136327,22276,Projected 2026 from 2006 census,0.3501238608786373,0.3501238608786373,0.1225827215981902,47731,47731,16711,Bautiru-West,Supwasa Central,Supwasa State,0.35011244675118214,0.0,facility_nearby_mixed_adequacy
W0596,Zamkoja,LGA020,20075,3367,Projected 2026 from 2006 census,0.3100169927044436,0.3100169927044436,0.1507904907436779,6224,6224,3027,Bautiru-West,Supwasa Central,Supwasa State,0.486394276095165,0.0,facility_nearby_mixed_adequacy
W0612,Tivsana,LGA020,46849,8493,Gridded population estimate 2024,0.4420741522545089,0.4420741522545089,0.2510943826672692,20711,20711,11764,Bautiru-West,Supwasa Central,Supwasa State,0.5679915493514542,0.0,facility_nearby_mixed_adequacy
W0617,Ekekode,LGA020,76328,13712,Gridded population estimate 2024,0.4301068711281096,0.4301068711281096,0.3128476267935932,32829,32829,23879,Bautiru-West,Supwasa Central,Supwasa State,0.727371841265958,0.0,facility_nearby_mixed_adequacy
W0579,Irozari,LGA038,60964,10835,Projected 2026 from 2006 census,0.6378245175705571,0.6378245175705571,0.4752204869066916,38884,38884,28971,Funkedu,Supwasa Central,Supwasa State,0.7450646279901305,0.0,facility_nearby_mixed_adequacy
W0580,Soktiba,LGA038,41671,6786,Gridded population estimate 2024,0.6835016963516619,0.6835016963516619,0.5845660597814761,28482,28482,24359,Funkedu,Supwasa Central,Supwasa State,0.8552518053747692,0.0,facility_nearby_adequately_staffed
W0586,Kukngole,LGA038,134710,24818,Gridded population estimate 2024,0.5710390912928162,0.3815111807091185,0.2237462816540906,76925,51393,30141,Funkedu,Supwasa Central,Supwasa State,0.39182305566425485,0.3319000633645096,facility_nearby_mixed_adequacy
W0593,Gwonale,LGA038,25017,4616,Projected 2026 from 2006 census,0.4314122289276915,0.2872892516216041,0.1458300709937608,10793,7187,3648,Funkedu,Supwasa Central,Supwasa State,0.3380295253943838,0.3340725358303268,facility_nearby_mixed_adequacy
W0597,Ngetiba,LGA038,110138,16966,Projected 2026 from 2006 census,0.3940065759690025,0.3940065759690025,0.2755051543822197,43395,43395,30344,Funkedu,Supwasa Central,Supwasa State,0.6992399903596898,0.0,facility_nearby_mixed_adequacy
W0605,Wurbasa,LGA038,65037,11672,Projected 2026 from 2006 census,0.6743847058682175,0.6743847058682175,0.2837160615544352,43860,43860,18452,Funkedu,Supwasa Central,Supwasa State,0.4207035822219203,0.0,facility_nearby_mixed_adequacy
W0590,Gwonashi,LGA058,78373,14204,Projected 2026 from 2006 census,0.6872116815514044,0.6275627255595585,0.4859198271932575,53859,49184,38083,Josmiba,Supwasa Central,Supwasa State,0.7070890094537923,0.0867985186997787,facility_nearby_mixed_adequacy
W0598,Shalule,LGA058,70444,11428,Projected 2026 from 2006 census,0.3841137750697437,0.3841137750697437,0.0417416200938253,27059,27059,2940,Josmiba,Supwasa Central,Supwasa State,0.10866993792723591,0.0,facility_nearby_mixed_adequacy
W0606,Josmadu,LGA058,68604,11731,Gridded population estimate 2024,0.515971262395135,0.515971262395135,0.1010487741138549,35398,35398,6932,Josmiba,Supwasa Central,Supwasa State,0.1958418646123569,0.0,facility_nearby_mixed_adequacy
W0609,Daiwana,LGA058,72270,13328,Gridded population estimate 2024,0.1752918793539437,0.1752918793539437,0.0016015548236372,12668,12668,116,Josmiba,Supwasa Central,Supwasa State,0.009136503239852841,0.0,facility_nearby_confirmed_inadequate
W0614,Wurngomi,LGA058,45660,8304,Projected 2026 from 2006 census,0.3982135174562033,0.3982135174562033,0.0,18182,18182,0,Josmiba,Supwasa Central,Supwasa State,0.0,0.0,facility_nearby_confirmed_inadequate
W0618,Funnuta,LGA058,63541,10296,Projected 2026 from 2006 census,0.497248257510658,0.497248257510658,0.415679484128695,31596,31596,26413,Josmiba,Supwasa Central,Supwasa State,0.8359596596872646,0.0,facility_nearby_adequately_staffed
W0547,Hanbeko,LGA060,123248,20697,Gridded population estimate 2024,0.5649677287359005,0.5635022690246169,0.5252208491141548,69631,69451,64732,Katdudu,Supwasa Central,Supwasa State,0.9296475221501974,0.0025938821577695605,facility_nearby_adequately_staffed
W0562,Bandema,LGA060,80909,13036,Projected 2026 from 2006 census,0.5872777719683372,0.5872777719683372,0.4255419427240827,47516,47516,34430,Katdudu,Supwasa Central,Supwasa State,0.7246007988652865,0.0,facility_nearby_mixed_adequacy
W0566,Wurtsiwa,LGA060,219138,36978,Gridded population estimate 2024,0.6986905402504886,0.6986905402504886,0.6220721706252342,153110,153110,136320,Katdudu,Supwasa Central,Supwasa State,0.8903400501203497,0.0,facility_nearby_adequately_staffed
W0576,Kadtini,LGA060,115814,17571,Projected 2026 from 2006 census,0.3213476637809239,0.3213476637809239,0.2331098063410782,37217,37217,26997,Katdudu,Supwasa Central,Supwasa State,0.7254131042944157,0.0,facility_nearby_mixed_adequacy
W0581,Daibefa,LGA060,80085,13145,Projected 2026 from 2006 census,0.4793050434159638,0.4793050434159638,0.30262906428156,38385,38385,24236,Katdudu,Supwasa Central,Supwasa State,0.6313913622204973,0.0,facility_nearby_mixed_adequacy
W0533,Banluwa,LGA082,73623,12097,Projected 2026 from 2006 census,0.3358504757422357,0.3358504757422357,0.3211670745071359,24726,24726,23645,Okeyoru-South,Supwasa Central,Supwasa State,0.9562799451075684,0.0,facility_nearby_adequately_staffed
W0540,Umuyoba,LGA082,220047,33576,Projected 2026 from 2006 census,0.3058440782952393,0.3058440782952393,0.2163293705926289,67300,67300,47603,Okeyoru-South,Supwasa Central,Supwasa State,0.7073191405190474,0.0,facility_nearby_mixed_adequacy
W0544,Hantsishi,LGA082,56022,8481,Projected 2026 from 2006 census,0.7675049417250662,0.73467096153089,0.5674364383668165,42997,41158,31789,Okeyoru-South,Supwasa Central,Supwasa State,0.7393261040006205,0.04278015477057082,facility_nearby_mixed_adequacy
W0555,Baurima,LGA082,136403,22122,Gridded population estimate 2024,0.5585883940080949,0.55784303439919,0.377120545368349,76193,76091,51440,Okeyoru-South,Supwasa Central,Supwasa State,0.6751313658029277,0.0013343628634254624,facility_nearby_mixed_adequacy
W0343,Uzojiri,LGA032,15430,2514,Projected 2026 from 2006 census,0.5882014046427221,0.3590657795873728,0.2847297848604356,9076,5540,4393,Ekedeta-East,Supwasa South,Supwasa State,0.4840685224704327,0.3895530055636776,facility_nearby_mixed_adequacy
W0473,Tivnuta,LGA032,42259,7641,Projected 2026 from 2006 census,0.8495818760091646,0.6461363022482466,0.4983148861648951,35902,27305,21058,Ekedeta-East,Supwasa South,Supwasa State,0.5865413331387024,0.23946552946325256,facility_nearby_mixed_adequacy
W0477,Funjiyi,LGA032,23272,3790,Projected 2026 from 2006 census,0.4312990576666822,0.3431816802983347,0.2777838048336787,10037,7987,6465,Ekedeta-East,Supwasa South,Supwasa State,0.6440630924085079,0.20430690909704385,facility_nearby_mixed_adequacy
W0495,Shaketa,LGA032,27884,4569,Gridded population estimate 2024,0.3097579705255742,0.3097579705255742,0.0836899009581408,8637,8637,2334,Ekedeta-East,Supwasa South,Supwasa State,0.27017836156448866,0.0,facility_nearby_mixed_adequacy
W0496,Baubama,LGA032,19064,2843,Projected 2026 from 2006 census,0.6804912401059776,0.6727233697396516,0.5065485607661744,12973,12825,9657,Ekedeta-East,Supwasa South,Supwasa State,0.7443866003143348,0.011415092375202707,facility_nearby_mixed_adequacy
W0510,Tammawo,LGA032,16593,2846,Gridded population estimate 2024,0.0190575719649193,0.0190575719649193,0.0190575719649193,316,316,316,Ekedeta-East,Supwasa South,Supwasa State,1.0,0.0,facility_nearby_adequately_staffed
W0389,Agbwali,LGA018,63754,9846,Gridded population estimate 2024,0.5493042556308504,0.5493042556308504,0.5161384139103209,35020,35020,32906,Baumiru,Supwasa South,Supwasa State,0.939622092163768,0.0,facility_nearby_adequately_staffed
W0406,Hansasa,LGA018,28696,4775,Projected 2026 from 2006 census,0.3643567643411221,0.2825571341046207,0.1431350566514961,10456,8108,4107,Baumiru,Supwasa South,Supwasa State,0.3928431434787049,0.22450421741015913,facility_nearby_mixed_adequacy
W0412,Yelngomi,LGA018,7116,1197,Projected 2026 from 2006 census,0.3823412685759997,0.3247665999810386,0.2846778246583417,2721,2311,2026,Baumiru,Supwasa South,Supwasa State,0.7445647332776869,0.15058449957388462,facility_nearby_mixed_adequacy
W0437,Katluko,LGA018,10915,1803,Gridded population estimate 2024,0.5345406353590954,0.325466967800131,0.0,5835,3552,0,Baumiru,Supwasa South,Supwasa State,0.0,0.3911277342245687,facility_nearby_confirmed_inadequate
W0392,Joslaru,LGA065,36359,6175,Projected 2026 from 2006 census,0.2786023718266542,0.2658503715555667,0.1563583021644269,10130,9666,5685,Loknaba,Supwasa South,Supwasa State,0.5612238730749668,0.04577132702596586,facility_nearby_mixed_adequacy
W0402,Agbdeni,LGA065,23171,4165,Projected 2026 from 2006 census,0.4469326289983164,0.4399705866145857,0.258137001157072,10356,10195,5981,Loknaba,Supwasa South,Supwasa State,0.5775747493209864,0.01557738668428455,facility_nearby_mixed_adequacy
W0433,Shangoru,LGA065,34915,6230,Gridded population estimate 2024,0.1258704570920762,0.1204559596358458,0.0695061237821684,4395,4206,2427,Loknaba,Supwasa South,Supwasa State,0.5522036337035273,0.04301642801113859,facility_nearby_mixed_adequacy
W0434,Lokngode,LGA085,12011,1811,Projected 2026 from 2006 census,0.4538808430266864,0.4122527101698627,0.2560238123512691,5452,4952,3075,Oluyofa,Supwasa South,Supwasa State,0.564077149949719,0.09171599439894434,facility_nearby_mixed_adequacy
W0447,Agbngode,LGA085,21622,3510,Projected 2026 from 2006 census,0.4739545028084845,0.4739545028084845,0.3662456188038841,10248,10248,7919,Oluyofa,Supwasa South,Supwasa State,0.7727442542135244,0.0,facility_nearby_mixed_adequacy
W0458,Agbmile,LGA085,26016,4701,Projected 2026 from 2006 census,0.2734782199936805,0.2734782199936805,0.1320091228715675,7115,7115,3434,Oluyofa,Supwasa South,Supwasa State,0.4827043370203958,0.0,facility_nearby_mixed_adequacy
W0460,Ekenuno,LGA085,36284,6257,Gridded population estimate 2024,0.7025580030864064,0.7025580030864064,0.3640650727416974,25492,25492,13210,Oluyofa,Supwasa South,Supwasa State,0.5181993104374639,0.0,facility_nearby_mixed_adequacy
W0461,Lokwari,LGA085,25999,4774,Gridded population estimate 2024,0.0436322730343958,0.0436322730343958,0.032281875897933,1134,1134,839,Oluyofa,Supwasa South,Supwasa State,0.7398623462152624,0.0,facility_nearby_mixed_adequacy
W0471,Soknutu,LGA085,9182,1625,Gridded population estimate 2024,0.5062571913458264,0.5062571913458264,0.3146590231129881,4648,4648,2889,Oluyofa,Supwasa South,Supwasa State,0.6215398585776202,0.0,facility_nearby_mixed_adequacy
W0488,Zambaja,LGA097,21075,3478,Projected 2026 from 2006 census,0.0,0.0,0.0,0,0,0,Tivmama,Supwasa South,Supwasa State,,,no_facility_nearby
W0498,Naslawa,LGA097,38895,6378,Gridded population estimate 2024,0.4610376192800539,0.4610376192800539,0.2554307420706653,17932,17932,9935,Tivmama,Supwasa South,Supwasa State,0.5540344895705914,0.0,facility_nearby_mixed_adequacy
W0513,Okekewa,LGA097,16391,2627,Projected 2026 from 2006 census,0.0072907477617741,0.0072907477617741,0.0072907477617741,120,120,120,Tivmama,Supwasa South,Supwasa State,1.0,0.0,facility_nearby_adequately_staffed
W0517,Banshafa,LGA097,17151,2506,Projected 2026 from 2006 census,0.2784367224978638,0.2784367224978636,0.0,4775,4775,0,Tivmama,Supwasa South,Supwasa State,0.0,5.981016160504876e-16,facility_nearby_confirmed_inadequate
W0526,Yobdede,LGA097,21999,3533,Gridded population estimate 2024,0.3786300573717655,0.3786300573717655,0.3727780576205437,8329,8329,8201,Tivmama,Supwasa South,Supwasa State,0.9845442810540636,0.0,facility_nearby_adequately_staffed
W0528,Loktifa,LGA097,6608,1108,Projected 2026 from 2006 census,0.3534088347711641,0.3534088347711641,0.2378736559079314,2335,2335,1572,Tivmama,Supwasa South,Supwasa State,0.6730835013277386,0.0,facility_nearby_mixed_adequacy
W0529,Supdushi,LGA097,13330,2373,Projected 2026 from 2006 census,0.0970678732871926,0.0970678732871926,0.0591972773063155,1294,1294,789,Tivmama,Supwasa South,Supwasa State,0.6098544791557327,0.0,facility_nearby_mixed_adequacy
W0530,Kadzaru,LGA097,27863,4187,Projected 2026 from 2006 census,0.403051399455488,0.403051399455488,0.2191294255162686,11230,11230,6106,Tivmama,Supwasa South,Supwasa State,0.543676131164181,0.0,facility_nearby_mixed_adequacy
W0507,Zamnuno,LGA088,52332,9100,Projected 2026 from 2006 census,0.5325922593527235,0.5325922593527235,0.0369643288261833,27872,27872,1934,Sokmiri,Agbkeko North,Agbkeko State,0.06940455513023648,0.0,facility_nearby_confirmed_inadequate
W0519,Ekeriri,LGA088,23060,3814,Projected 2026 from 2006 census,0.4408146426777314,0.4408146426777314,0.0,10165,10165,0,Sokmiri,Agbkeko North,Agbkeko State,0.0,0.0,facility_nearby_confirmed_inadequate
W0531,Umuwako,LGA088,38914,5813,Projected 2026 from 2006 census,0.3173669687362724,0.3173669687362724,0.0761071242719154,12350,12350,2962,Sokmiri,Agbkeko North,Agbkeko State,0.239807956621848,0.0,facility_nearby_mixed_adequacy
W0534,Bauyoyi,LGA088,48359,8057,Projected 2026 from 2006 census,0.4338646717417427,0.4338646717417427,0.2543747142600574,20981,20981,12301,Sokmiri,Agbkeko North,Agbkeko State,0.5862996709063087,0.0,facility_nearby_mixed_adequacy
W0587,Okemashi,LGA067,29466,4729,Gridded population estimate 2024,0.0168626924909524,0.0168626924909524,0.0,497,497,0,Lokshasa,Agbkeko North,Agbkeko State,0.0,0.0,facility_nearby_confirmed_inadequate
W0592,Tivrana,LGA067,13446,2101,Projected 2026 from 2006 census,0.2332815799685416,0.2332815799685416,0.2236333640762276,3137,3137,3007,Lokshasa,Agbkeko North,Agbkeko State,0.9586413299600635,0.0,facility_nearby_adequately_staffed
W0595,Zamriru,LGA067,33457,5800,Projected 2026 from 2006 census,0.3714477990315391,0.3711887223498888,0.0,12428,12419,0,Lokshasa,Agbkeko North,Agbkeko State,0.0,0.000697478036821854,facility_nearby_confirmed_inadequate
W0601,Riynawa,LGA067,29087,5261,Projected 2026 from 2006 census,0.7283022099117249,0.4913953624427148,0.1410163808302141,21184,14293,4102,Lokshasa,Agbkeko North,Agbkeko State,0.19362344217973226,0.32528645972078646,facility_nearby_mixed_adequacy
W0535,Dairami,LGA059,14424,2502,Projected 2026 from 2006 census,0.1809516475823434,0.1809516475823434,0.0,2610,2610,0,Jostile,Agbkeko North,Agbkeko State,0.0,0.0,facility_nearby_confirmed_inadequate
W0549,Tivdewo,LGA059,50209,8502,Gridded population estimate 2024,0.6307549156609187,0.6028150092372475,0.2631968038291934,31670,30267,13215,Jostile,Agbkeko North,Agbkeko State,0.417272695454795,0.04429597888174225,facility_nearby_mixed_adequacy
W0552,Riydewa,LGA059,9433,1535,Gridded population estimate 2024,0.5363178415639617,0.5363178415639617,0.0,5059,5059,0,Jostile,Agbkeko North,Agbkeko State,0.0,0.0,facility_nearby_confirmed_inadequate
W0556,Josngoni,LGA059,6005,977,Projected 2026 from 2006 census,0.3616085344242585,0.0935748195141156,0.0059966032873436,2171,562,36,Jostile,Agbkeko North,Agbkeko State,0.01658313539776156,0.741226186314705,facility_nearby_assessment_gap
W0558,Tamsashi,LGA059,26701,4303,Projected 2026 from 2006 census,0.2935388642671957,0.2935388642671957,0.0,7838,7838,0,Jostile,Agbkeko North,Agbkeko State,0.0,0.0,facility_nearby_confirmed_inadequate
W0563,Shatsino,LGA059,25700,4369,Projected 2026 from 2006 census,0.2010066197067239,0.2010066197067239,0.0,5166,5166,0,Jostile,Agbkeko North,Agbkeko State,0.0,0.0,facility_nearby_confirmed_inadequate
W0568,Yobkema,LGA059,52632,8470,Projected 2026 from 2006 census,0.4128029666117324,0.4128029666117324,0.0,21727,21727,0,Jostile,Agbkeko North,Agbkeko State,0.0,0.0,facility_nearby_confirmed_inadequate
W0570,Hantsiyi,LGA059,7557,1285,Projected 2026 from 2006 census,0.160998160729977,0.160998160729977,0.0,1217,1217,0,Jostile,Agbkeko North,Agbkeko State,0.0,0.0,facility_nearby_confirmed_inadequate
W0573,Riyjiyi,LGA059,29232,4838,Gridded population estimate 2024,0.1367086921535628,0.1364179603125921,0.0,3996,3988,0,Jostile,Agbkeko North,Agbkeko State,0.0,0.002126652200316009,facility_nearby_confirmed_inadequate
W0569,Lokmiba,LGA078,30658,5152,Gridded population estimate 2024,0.0002113252383018,0.0002113252383018,0.0,6,6,0,Ngenuta-Central,Agbkeko North,Agbkeko State,0.0,0.0,facility_nearby_confirmed_inadequate
W0575,Agbmama,LGA078,34375,5281,Projected 2026 from 2006 census,0.4966521927200543,0.4966521927200543,0.0,17072,17072,0,Ngenuta-Central,Agbkeko North,Agbkeko State,0.0,0.0,facility_nearby_confirmed_inadequate
W0584,Shangodu,LGA078,15050,2231,Gridded population estimate 2024,0.2741546762300568,0.1357376327493006,0.0,4126,2043,0,Ngenuta-Central,Agbkeko North,Agbkeko State,0.0,0.5048866770545384,facility_nearby_assessment_gap
W0589,Tivtsiwo,LGA078,10147,1585,Gridded population estimate 2024,0.3033722312233499,0.2624920941541436,0.2164430287760003,3078,2664,2196,Ngenuta-Central,Agbkeko North,Agbkeko State,0.713456956502554,0.13475240269802202,facility_nearby_mixed_adequacy
W0480,Malnumi,LGA069,8389,1358,Projected 2026 from 2006 census,0.800568690372597,0.800568690372597,0.3916063027463792,6716,6716,3285,Maljiwo,Agbkeko North,Agbkeko State,0.48916015259617457,0.0,facility_nearby_mixed_adequacy
W0501,Hanlasa,LGA069,39720,6117,Projected 2026 from 2006 census,0.7761951379467064,0.7462751817922705,0.0137724298866462,30830,29642,547,Maljiwo,Agbkeko North,Agbkeko State,0.01774351475980492,0.038546951264837974,facility_nearby_confirmed_inadequate
W0504,Maljini,LGA069,16052,2895,Gridded population estimate 2024,0.5479348609425858,0.4812949965364956,0.1933351349236971,8795,7726,3103,Maljiwo,Agbkeko North,Agbkeko State,0.3528432824863745,0.1216200485792287,facility_nearby_mixed_adequacy
W0515,Oluwaba,LGA069,41540,6419,Projected 2026 from 2006 census,0.3500863551399596,0.3500863551399596,0.0,14543,14543,0,Maljiwo,Agbkeko North,Agbkeko State,0.0,0.0,facility_nearby_confirmed_inadequate
W0536,Iroyori,LGA110,42824,7385,Gridded population estimate 2024,0.470084198583708,0.470084198583708,0.0,20131,20131,0,Yeltili,Agbkeko North,Agbkeko State,0.0,0.0,facility_nearby_confirmed_inadequate
W0551,Gwobali,LGA110,15246,2654,Projected 2026 from 2006 census,0.0184576669037744,0.0184576669037744,0.0,281,281,0,Yeltili,Agbkeko North,Agbkeko State,0.0,0.0,facility_nearby_confirmed_inadequate
W0553,Nasmitu,LGA110,7788,1389,Projected 2026 from 2006 census,0.3546847324950081,0.3546847324950081,0.0,2762,2762,0,Yeltili,Agbkeko North,Agbkeko State,0.0,0.0,facility_nearby_confirmed_inadequate
W0561,Okedefa,LGA110,12421,1910,Projected 2026 from 2006 census,0.3218869083961805,0.290391290349923,0.1728178916775246,3998,3607,2147,Yeltili,Agbkeko North,Agbkeko State,0.5368900914255861,0.09784684379736404,facility_nearby_mixed_adequacy
W0572,Kuknayi,LGA110,61989,10091,Gridded population estimate 2024,0.7817373487430567,0.7817373487430567,0.3743217243271798,48459,48459,23204,Yeltili,Agbkeko North,Agbkeko State,0.47883310798575235,0.0,facility_nearby_mixed_adequacy
W0444,Adeketu,LGA023,53997,9842,Projected 2026 from 2006 census,0.4846297443069781,0.4846297443069781,0.2383564182281327,26169,26169,12871,Daibewo,Agbkeko Central,Agbkeko State,0.49183200376812003,0.0,facility_nearby_mixed_adequacy
W0467,Suptini,LGA023,29231,4332,Projected 2026 from 2006 census,0.4095117387671428,0.3060615017001233,0.1997947629928916,11970,8946,5840,Daibewo,Agbkeko Central,Agbkeko State,0.4878853133597208,0.25261848995699615,facility_nearby_mixed_adequacy
W0469,Sokbedu,LGA023,140881,25427,Projected 2026 from 2006 census,0.4218410199610445,0.313584746334913,0.1144506507403501,59429,44178,16124,Daibewo,Agbkeko Central,Agbkeko State,0.2713122843077688,0.25662813359433034,facility_nearby_mixed_adequacy
W0472,Shayoshi,LGA023,56089,9385,Projected 2026 from 2006 census,0.5644651335915821,0.5644651335915821,0.4020073204341939,31660,31660,22548,Daibewo,Agbkeko Central,Agbkeko State,0.712191589011529,0.0,facility_nearby_mixed_adequacy
W0491,Sokmiwa,LGA023,94379,13768,Projected 2026 from 2006 census,0.32249766998779,0.32249766998779,0.0355255692543168,30437,30437,3353,Daibewo,Agbkeko Central,Agbkeko State,0.11015759976083493,0.0,facility_nearby_mixed_adequacy
W0390,Ibayoma,LGA114,69599,11796,Gridded population estimate 2024,0.1496891899162725,0.1496891899162725,0.1496686789560852,10418,10418,10417,Yobrifa-West,Agbkeko Central,Agbkeko State,0.9998629763431898,0.0,facility_nearby_adequately_staffed
W0403,Daizayi,LGA114,46380,7872,Gridded population estimate 2024,0.2659221571280309,0.2659221571280309,0.2587056952674846,12333,12333,11999,Yobrifa-West,Agbkeko Central,Agbkeko State,0.9728625025515574,0.0,facility_nearby_adequately_staffed
W0429,Birriwa,LGA114,128118,19638,Projected 2026 from 2006 census,0.7732048663491129,0.7732048663491129,0.460644560719089,99061,99061,59017,Yobrifa-West,Agbkeko Central,Agbkeko State,0.5957600382084267,0.0,facility_nearby_mixed_adequacy
